1,1.544477028348
2,1.53958944281525
3,1.51515151515152
4,1.49560117302053
5,1.48582600195503
6,1.4613880742913
7,1.3880742913001
8,1.34897360703812
9,1.33431085043988
10,1.29521016617791
11,1.28054740957967
12,1.27077223851417
13,1.24633431085044
14,1.17790811339198
15,1.15347018572825
16,1.13391984359726
17,1.11436950146628
18,1.09481915933529
19,1.08504398826979
20,1.03128054740958
21,0.997067448680352
22,0.972629521016618
23,0.953079178885631
24,0.93841642228739
25,0.933528836754643
26,0.889540566959922
27,0.860215053763441
28,0.840664711632453
29,0.826001955034213
30,0.806451612903226
31,0.791788856304985
32,0.752688172043011
33,0.713587487781036
34,0.694037145650049
35,0.679374389051808
36,0.664711632453568
37,0.650048875855327
38,0.601173020527859
39,0.586510263929619
40,0.566959921798631
41,0.547409579667644
42,0.537634408602151
43,0.532746823069404
44,0.518084066471163
45,0.474095796676442
46,0.459433040078201
47,0.434995112414467
48,0.420332355816227
49,0.420332355816227
50,0.391006842619746
1.67586706866508,0
52,30.5320024948223
53,29.0538371791381
